Cleaned_Tweets,IsFake
This will be real in our lifetime,1
Starship to Mars simulation,0
Election time will be interesting,0
Announcements coming soon,1
"Yes, but more ground stations &amp; improved packet routing will make a bigger difference",0
System is working well in Australia &amp; New Zealand,0
Over 250k Starlink user terminals,1
Destacking Starship,1
"Wow, that’s a lot of podcasts! Ok, I will do one. Maybe we could combine with Dave Lee and a few others.",1
Tim is great,1
Great,1
So many layers with Tesla FSD AI!,0
The pledge is good no matter what,1
Moving to 33 engines on next booster,1
Ancient times,1
The fun police made us do it (sigh),0
Now Tesla is worth a trilly willy!,0
"Yup, we need to do that",1
High standard!,1
That was a tough one. New Model Y structural pack is next-level though.,1
"Happy birthday, Jared!",1
"The duty of a leader is to serve their people, not for the people to serve them",1
Car should also reverse slightly if it peeks into an intersection &amp; sees fast-moving cross-traffic (just like a person would),1
Exactly,1
TRUE,1
Probably 250 t-F by end of year,0
"Later this year, remaining fussy bits will be gone, allowing deletion of shroud",0
"True national debt, including unfunded entitlements, is at least $60 trillion – roughly three times the size of the entire US economy. Something has got to give.",1
Looming disaster for sure,1
Good question!,1
Human for scale,0
Tower arms are lifting Starship onto Super Heavy Booster,0
This would generate a lot of goodwill,0
  ,0
Much appreciated!,1
Model X is an extremely difficult car to build. Most complex passenger car ever. Limiting factor is interior trim.,0
We dropped the ball badly regarding new Model X production ramp &amp; still haven’t fully recovered. Was idiotic to stop production of old X in Dec 2020 when there was still plenty of demand!,0
Pretty much,0
"Thanks, this made a difference!",1
Tesla,0
Yup!,1
"Most news outlets attempt to answer the question: “What are the worst things happening on Earth today?”It’s a big planet! Obviously, some bad things are happening somewhere at any given time, but focusing relentlessly on those does not give an accurate picture of reality.",1
So hard to find out what’s going on in the world without being bombarded with news that makes one sad &amp; angry!,1
"True, careless negativity (destruction) is much harder than thoughtful positivity (creation)",0
Sadly true,1
"That’s true to some degree, but citizen podcasts that aren’t negative like Rogan, Fridman, Dodd, TED interviews, etc are very popular. Maybe part of why traditional media outlets are so negative is because old habits die hard? They so rarely even try to be positive.",1
Not needed,0
Why is the “traditional” media such a relentless hatestream? Real question.,1
Fate  Irony,0
It was so crazy! The insane tweet FUD campaign &amp; press hatestream of 2017-2019 is still easily found.,1
Always look on the bright side of life,1
Nice!,1
TRUE,1
What a hypocrite,1
High time we had tunnels!,1
The Boring Company just connected Resorts World hotel to Vegas Convention Center!,1
"As backdrops go, this is a good one",1
"I’m pro vaccination, but anti vaccination mandate",1
Agreed,1
Munro understands,1
[Satire],0
 Thank You for Smoking ,1
Tesla Model S &amp; X Plaid are so fun!,0
Extended tracking shot of Falcon 9,1
!,1
All these different standards for electricity are a tax on humanity,1
Gavin is kinda badass in this vid,1
Only very high resolution radar is relevant,1
"We have to solve a huge part of AI just to make cars drive themselves. In retrospect, it was inevitable. The road system is designed for cameras (eyes) &amp; neural nets (brains).",0
Double-standard?,0
It’s not my money,0
A bigger win than it may seem,1
Yes,1
Thursday next week at 8pm Texas time,1
"Starship aspires to be the first fully reusable orbital launch vehicle, the holy grail of rocketry. This is the critical breakthrough needed to make life multiplanetary.",1
And all the forms of life on Earth,1
Becoming multiplanetary is essential to extending dramatically the probable lifespan of civilization,1
Starship is in a different league. Orders of magnitude more mass to orbit than Falcon. Necessary for creating a self-sustaining city on Mars.,1
"If things go well, Falcon will launch about once a week on average in 2022, delivering ~2/3 of all Earth payload to orbit",1
Tesla is working hard to provide more Megapacks for grid stabilization,1
Congrats SpaceX Falcon team!,1
Exactly. The terminology is anachronistic.,0
"Who controls the memes,Controls the universe.",1
Sigh,1
High latitudes are operational probably this summer,0
Haha seriously,1
"SpaceX standard antenna production rises rapidly this year, so those with orders shouldn’t have to wait long.Note, Starlink can only support a limited number of users in an area, so best to order early.",1
Tunnels …,1
"Exciting progress at Starbase, Texas!",1
"320 bar is achievable, maybe even 330",0
This is twice the area of our standard phased array with broader scan angle,1
Thanks for letting me know. Will be fixed soon.,1
Thanks for the deep belly laugh ,0
Starlink high performance antenna,0
"Will begin limited rollout to Canada this month. Safety is paramount, so we have to confirm no significant issues, given slightly different road rules.",1
"He’s actually a lobbyist, not a journalist. There are many who pose as the latter while behaving like the former. No integrity.Indeed, there were no safety issues. The car simply slowed to ~2 mph &amp; continued forward if clear view with no cars or pedestrians.",1
Yes,0
Same,1
Dragon hover test,0
Will upload some videos tomorrow,1
Harbinger battle on L is tough,1
"Tesla is as much a software company as it is a hardware company, both in car and in factory. This is not widely understood.",1
"Tesla has great respect for software engineering, they do not",0
…,1
"16 story tall rocket, traveling several times faster than a bullet, backflips &amp; fires engines to return to launch site",1
Denmark just ended Covid restrictions,1
"They’ve been writing bogus articles about Tesla (and me) for years. In the end, it is their own credibility that suffers.",1
"Dave, I know you’re a fan, but this is a silly question. I don’t drive programs because I want to, but because I have to.",1
Halo Infinite campaign is good,1
"I’m driving this program personally, as is the case for almost all new programs",1
"For reasons unknown,  is unable to say the word “Tesla”",1
"If the government had the mandate of the people, there would be a significant counter-protest. There is not, therefore they do not.",1
How many gene sequence changes to Covid-19 before it isn’t “Covid-19” anymore? OG Covid-19 ended a long time ago.,1
Protesting in a Canadian winter shows real commitment!,1
It would appear that the so-called “fringe minority” is actually the government,1
So many Hitlers!,1
A step in the right direction,0
Great interviewer!,1
"If Canadian government is suppressing peaceful protests, that‘s where fascism lies &amp; cartoonist is just a shill",1
Yup,1
"Now that the big automotive advertisers are making EVs, you will see far fewer articles about EVs catching on fire. It is not surprising that internal combustion engine cars have a tendency to combust externally too.",0
